X [s],R BICEPS BRACHII 1: EMG 1->Subset [Volts],R FLEXOR CARPI RADIALIS 2: EMG 2->Subset [Volts],R EXTENSOR CARPI RADIALIS 3: EMG 3->Subset [Volts]
13.37071154,-5.20E-06,0.000114641,1.11E-05
13.37123077,-5.04E-06,0.000112291,1.33E-05
13.37175,-5.54E-06,0.000134112,-1.68E-07
13.37226923,-6.55E-06,0.000154253,-1.34E-05
13.37278846,-5.54E-06,5.52E-05,-1.56E-05
13.37330769,-6.04E-06,-0.000123705,-1.36E-05
13.37382692,-3.52E-06,-0.000238514,-1.91E-05
13.37434615,-3.52E-06,-0.000221225,-1.80E-05
13.37486538,1.85E-06,-0.00011397,-9.40E-06
13.37538462,-1.85E-06,-4.58E-05,-3.69E-06
13.37590385,-3.36E-07,-7.07E-05,-8.56E-06
13.37642308,1.85E-06,-9.20E-05,-1.09E-05
13.37694231,-1.68E-07,-6.63E-05,-1.39E-05
13.37746154,-2.35E-06,-6.97E-05,-2.84E-05
13.37798077,-2.52E-06,-8.33E-05,-3.96E-05
13.3785,-1.68E-06,-9.25E-05,-5.14E-05
13.37901923,-6.88E-06,-0.000152743,-6.28E-05
13.37953846,-1.19E-05,-0.000278965,-7.20E-05
13.38005769,-1.44E-05,-0.00041912,-7.45E-05
13.38057692,-1.26E-05,-0.000372961,-4.95E-05
13.38109615,-1.02E-05,-6.60E-05,-1.88E-05
13.38161538,-8.39E-07,0.000154253,5.04E-07
13.38213462,1.16E-05,0.000237171,1.44E-05
13.38265385,1.49E-05,0.000199237,1.70E-05
13.38317308,9.23E-06,0.000121691,1.73E-05
13.38369231,7.89E-06,4.99E-05,1.33E-05
13.38421154,8.39E-07,1.01E-06,1.36E-05
13.38473077,-7.72E-06,-3.26E-05,-8.39E-07
13.38525,-1.68E-05,-6.95E-05,-1.96E-05
13.38576923,-2.32E-05,-0.000148211,-2.70E-05
13.38628846,-2.32E-05,-0.000130755,-2.57E-05
13.38680769,-1.76E-05,1.33E-05,-1.36E-05
13.38732692,-1.19E-05,0.000161639,-1.51E-06
13.38784615,-9.90E-06,0.000273762,2.35E-06
13.38836538,-6.55E-06,0.000279133,-1.19E-05
13.38888462,-8.22E-06,0.000157275,-3.84E-05
13.38940385,-1.02E-05,-6.58E-05,-5.29E-05
13.38992308,-8.22E-06,-0.000240192,-5.14E-05
13.39044231,-8.22E-06,-0.000261509,-4.31E-05
13.39096154,-3.69E-06,-0.000148547,-2.03E-05
13.39148077,-4.36E-06,-3.78E-05,1.17E-06
13.392,-3.36E-06,1.93E-05,2.00E-05
13.39251923,-7.72E-06,-1.17E-06,1.83E-05
13.39303846,-5.87E-06,1.09E-05,1.85E-06
13.39355769,-7.72E-06,2.45E-05,-5.04E-07
13.39407692,-6.71E-06,4.97E-05,-4.20E-06
13.39459615,-8.39E-06,0.000103563,-1.16E-05
13.39511538,-8.56E-06,0.000120348,-1.96E-05
13.39563462,-1.09E-05,0.000119509,-1.70E-05
13.39615385,-1.09E-05,9.62E-05,-1.88E-05
13.39667308,-1.06E-05,2.77E-05,-2.99E-05
13.39719231,-8.90E-06,-7.42E-05,-2.67E-05
13.39771154,-5.04E-06,-0.000105241,-1.12E-05
13.39823077,-3.02E-06,-3.07E-05,7.39E-06
13.39875,3.02E-06,3.86E-05,1.29E-05
13.39926923,1.17E-06,8.58E-05,6.38E-06
13.39978846,-5.04E-07,5.56E-05,-1.06E-05
13.40030769,-2.01E-06,-5.56E-05,-3.61E-05
13.40082692,-5.04E-06,-0.000198901,-5.76E-05
13.40134615,-6.38E-06,-0.000297261,-5.49E-05
13.40186538,-1.51E-06,-0.000240192,-2.90E-05
13.40238462,2.18E-06,-4.93E-05,-1.26E-05
13.40290385,2.18E-06,0.000187991,-3.36E-06
13.40342308,-1.85E-06,0.000340902,4.20E-06
13.40394231,-2.52E-06,0.000363561,-1.04E-05
13.40446154,-5.04E-06,0.000273762,-2.85E-05
13.40498077,-3.52E-06,7.44E-05,-4.21E-05
13.4055,-4.53E-06,-0.000137972,-4.65E-05
13.40601923,-5.20E-06,-0.000217365,-3.94E-05
13.40653846,-3.36E-06,-0.000177081,-2.11E-05
13.40705769,-2.01E-06,-5.32E-05,-7.72E-06
13.40757692,-4.87E-06,7.30E-05,5.04E-07
13.40809615,-1.23E-05,0.000141161,3.19E-06
13.40861538,-1.80E-05,0.000131762,4.36E-06
13.40913462,-1.90E-05,9.57E-05,-5.87E-06
13.40965385,-1.49E-05,5.54E-05,-1.31E-05
13.41017308,-9.74E-06,7.22E-06,-1.41E-05
13.41069231,-8.06E-06,-1.83E-05,-1.43E-05
13.41121154,-7.22E-06,-3.64E-05,-2.06E-05
13.41173077,-8.39E-07,-3.79E-05,-3.19E-05
13.41225,-1.68E-07,-2.17E-05,-2.70E-05
13.41276923,3.36E-06,-3.19E-06,-1.90E-05
13.41328846,3.19E-06,1.56E-05,-1.41E-05
13.41380769,5.04E-07,3.04E-05,-1.36E-05
13.41432692,1.17E-06,5.39E-05,-1.63E-05
13.41484615,-4.53E-06,9.84E-05,-1.93E-05
13.41536538,-7.89E-06,0.000121355,-1.68E-05
13.41588462,-6.88E-06,4.18E-05,-1.23E-05
13.41640385,-9.40E-06,-6.88E-06,-1.23E-05
13.41692308,-1.06E-05,5.27E-05,-8.39E-06
13.41744231,-6.21E-06,6.71E-05,-7.22E-06
13.41796154,-6.88E-06,5.15E-05,-4.87E-06
13.41848077,-4.53E-06,5.96E-05,-1.41E-05
13.419,-2.69E-06,8.41E-05,-1.95E-05
13.41951923,-4.03E-06,9.65E-05,-2.25E-05
13.42003846,-1.51E-06,-5.20E-06,-2.13E-05
13.42055769,-2.52E-06,-0.000149386,-2.03E-05
13.42107692,4.03E-06,-0.000249424,-1.53E-05
13.42159615,3.86E-06,-0.000311696,-1.59E-05
13.42211538,8.39E-07,-0.000291386,-1.90E-05
13.42263462,-1.68E-07,-0.000271748,-2.03E-05
13.42315385,-2.85E-06,-0.000214008,-1.80E-05
13.42367308,2.52E-06,-0.000168353,-1.26E-05
13.42419231,3.52E-06,-0.000136461,-1.51E-05
13.42471154,3.19E-06,-0.00010692,-1.34E-05
13.42523077,2.52E-06,-8.01E-05,-9.57E-06
13.42575,2.85E-06,-4.93E-05,-6.21E-06
13.42626923,2.52E-06,-4.45E-05,-5.71E-06
13.42678846,2.18E-06,-4.31E-05,-1.12E-05
13.42730769,5.20E-06,-6.04E-06,-2.03E-05
13.42782692,3.52E-06,4.11E-05,-1.83E-05
13.42834615,1.01E-06,0.000114305,-1.63E-05
13.42886538,8.39E-07,0.000164324,-2.10E-05
13.42938462,1.68E-07,7.52E-05,-2.30E-05
13.42990385,-1.51E-06,-4.38E-05,-1.90E-05
13.43042308,-4.87E-06,-8.64E-05,-1.43E-05
13.43094231,-4.87E-06,-6.09E-05,-1.02E-05
13.43146154,-7.89E-06,-5.29E-05,-1.28E-05
13.43198077,-3.86E-06,-7.67E-05,-1.63E-05
13.4325,-3.86E-06,-0.000104906,-1.54E-05
13.43301923,-4.20E-06,-0.000101549,-1.49E-05
13.43353846,-1.85E-06,-4.46E-05,-9.06E-06
13.43405769,-3.86E-06,1.86E-05,-5.87E-06
13.43457692,-4.20E-06,9.01E-05,-7.22E-06
13.43509615,-4.36E-06,0.000185473,-9.23E-06
13.43561538,-5.04E-06,0.000124376,-7.55E-06
13.43613462,-6.88E-06,-0.000176745,-1.76E-05
13.43665385,-7.39E-06,-0.000296086,-2.17E-05
13.43717308,-5.20E-06,-0.000196887,-1.83E-05
13.43769231,-6.21E-06,-7.17E-05,-2.47E-05
13.43821154,-5.20E-06,1.39E-05,-3.16E-05
13.43873077,-3.69E-06,2.89E-05,-3.88E-05
13.43925,-6.55E-06,2.18E-05,-4.41E-05
13.43976923,-3.86E-06,-6.88E-06,-4.62E-05
13.44028846,-6.55E-06,-3.81E-05,-4.38E-05
13.44080769,-5.71E-06,-6.19E-05,-3.88E-05
13.44132692,-4.36E-06,-8.74E-05,-3.34E-05
13.44184615,-5.87E-06,-0.000107591,-2.80E-05
13.44236538,-5.20E-06,-9.95E-05,-2.84E-05
13.44288462,-8.22E-06,-7.42E-05,-2.79E-05
13.44340385,-6.71E-06,-6.34E-05,-2.58E-05
13.44392308,-6.04E-06,-0.000100206,-1.76E-05
13.44444231,-8.39E-06,-0.000119005,-1.83E-05
13.44496154,-7.55E-06,-0.000119677,-2.70E-05
13.44548077,-9.23E-06,-0.000138643,-2.58E-05
13.446,-4.87E-06,-0.000125216,-1.86E-05
13.44651923,-4.87E-06,-6.73E-05,-1.49E-05
13.44703846,-4.20E-06,-2.17E-05,-1.06E-05
13.44755769,-3.19E-06,-3.52E-06,-1.26E-05
13.44807692,-7.22E-06,-5.20E-06,-1.56E-05
13.44859615,-8.22E-06,-1.83E-05,-1.38E-05
13.44911538,-7.22E-06,-1.96E-05,-1.49E-05
13.44963462,-6.55E-06,-4.21E-05,-1.36E-05
13.45015385,-6.88E-06,-1.96E-05,-4.87E-06
13.45067308,-4.20E-06,5.51E-05,8.56E-06
13.45119231,-5.20E-06,0.000166339,5.04E-06
13.45171154,-3.86E-06,0.000297597,3.36E-07
13.45223077,-2.18E-06,0.000356344,5.87E-06
13.45275,-3.02E-06,0.000154589,6.38E-06
13.45326923,-3.36E-07,-1.36E-05,1.36E-05
13.45378846,-8.39E-07,-0.000182452,2.10E-05
13.45430769,-5.20E-06,-0.000292226,2.67E-05
13.45482692,-3.86E-06,-0.0002271,2.40E-05
13.45534615,-1.17E-06,-0.000183627,2.23E-05
13.45586538,1.68E-07,-6.06E-05,1.80E-05
13.45638462,-3.36E-06,9.45E-05,4.87E-06
13.45690385,-7.89E-06,0.000211994,-9.57E-06
13.45742308,-1.02E-05,0.000293904,-2.65E-05
13.45794231,-1.36E-05,0.000119509,-2.79E-05
13.45846154,-1.19E-05,-5.52E-05,-2.53E-05
13.45898077,-1.19E-05,-9.79E-05,-1.39E-05
13.4595,-1.11E-05,5.62E-05,5.04E-07
13.46001923,-5.87E-06,0.000122866,1.23E-05
13.46053846,-4.36E-06,9.79E-05,1.04E-05
13.46105769,-5.87E-06,2.64E-05,1.17E-06
13.46157692,-5.54E-06,-1.19E-05,-1.36E-05
13.46209615,-7.22E-06,-7.89E-06,-2.10E-05
13.46261538,-5.87E-06,1.49E-05,-2.23E-05
13.46313462,-1.23E-05,6.43E-05,-2.37E-05
13.46365385,-1.02E-05,7.34E-05,-2.74E-05
13.46417308,-1.02E-05,2.45E-05,-2.03E-05
13.46469231,-1.06E-05,-2.06E-05,-1.76E-05
13.46521154,-9.57E-06,5.35E-05,-1.23E-05
13.46573077,-2.35E-06,0.000152911,-1.56E-05
13.46625,-1.51E-06,0.000188998,-2.37E-05
13.46676923,-2.35E-06,0.00016466,-3.58E-05
13.46728846,-5.71E-06,8.85E-05,-4.88E-05
13.46780769,-9.90E-06,-2.32E-05,-5.86E-05
13.46832692,-8.56E-06,-0.000152071,-6.13E-05
13.46884615,-1.26E-05,-0.000196887,-5.32E-05
13.46936538,-1.33E-05,-0.000127733,-4.62E-05
13.46988462,-1.11E-05,-1.06E-05,-4.25E-05
13.47040385,-9.06E-06,2.52E-06,-4.11E-05
13.47092308,-8.56E-06,-0.000115816,-3.81E-05
13.47144231,-1.28E-05,-0.000226429,-3.73E-05
13.47196154,-1.09E-05,-0.000277455,-3.51E-05
13.47248077,-1.09E-05,-0.00028249,-3.84E-05
13.473,-9.23E-06,-0.000232639,-2.99E-05
13.47351923,-7.89E-06,-0.000147875,-1.76E-05
13.47403846,-6.55E-06,-6.38E-05,-6.38E-06
13.47455769,-5.87E-06,-3.04E-05,3.86E-06
13.47507692,-6.55E-06,-7.22E-06,6.88E-06
13.47559615,-8.73E-06,-7.22E-06,5.54E-06
13.47611538,-1.16E-05,-1.91E-05,-1.02E-05
13.47663462,-1.23E-05,-2.10E-05,-2.37E-05
13.47715385,-7.55E-06,-2.57E-05,-2.10E-05
13.47767308,-7.05E-06,-8.36E-05,-2.00E-05
13.47819231,-4.53E-06,-6.83E-05,-2.47E-05
13.47871154,-5.54E-06,-3.26E-05,-3.00E-05
13.47923077,-6.38E-06,-5.64E-05,-3.73E-05
13.47975,-5.54E-06,-0.000122698,-3.89E-05
13.48026923,-2.85E-06,-0.000231464,-3.05E-05
13.48078846,-2.35E-06,-0.000197559,-1.36E-05
13.48130769,1.85E-06,-2.90E-05,1.16E-05
13.48182692,5.04E-07,0.000141833,2.99E-05
13.48234615,3.52E-06,0.00020058,3.27E-05
13.48286538,1.34E-06,0.000149554,1.88E-05
13.48338462,1.01E-06,7.20E-05,5.87E-06
13.48390385,8.39E-07,7.89E-06,-1.68E-06
13.48442308,1.06E-05,1.46E-05,8.39E-07
13.48494231,1.17E-06,0.00011313,5.87E-06
13.48546154,-3.19E-06,0.000233646,4.53E-06
13.48598077,-6.88E-06,0.000319417,3.36E-06
13.4865,-1.16E-05,0.000325963,1.68E-06
13.48701923,-1.64E-05,0.000117327,-8.56E-06
13.48753846,-1.98E-05,-8.81E-05,-1.49E-05
13.48805769,-1.91E-05,-0.000141161,-2.03E-05
13.48857692,-1.76E-05,-0.000185809,-2.90E-05
13.48909615,-1.24E-05,-0.000155932,-3.64E-05
13.48961538,-7.72E-06,-0.000100877,-3.91E-05
13.49013462,-5.04E-07,-0.000107927,-3.84E-05
13.49065385,3.36E-07,-0.000166003,-3.81E-05
13.49117308,-8.39E-07,-0.000194537,-3.96E-05
13.49169231,4.53E-06,-0.000161639,-3.46E-05
13.49221154,3.52E-06,-5.72E-05,-2.80E-05
13.49273077,1.85E-06,2.60E-05,-1.73E-05
13.49325,6.21E-06,5.66E-05,-1.23E-05
13.49376923,5.20E-06,4.36E-05,-1.19E-05
13.49428846,2.52E-06,-5.20E-06,-1.24E-05
13.49480769,-1.68E-07,-5.52E-05,-1.07E-05
13.49532692,2.18E-06,-0.000136797,-5.20E-06
13.49584615,2.85E-06,-0.000268391,-6.21E-06
13.49636538,1.01E-06,-0.000217197,-1.12E-05
13.49688462,3.36E-07,-6.95E-05,-1.46E-05
13.49740385,-1.68E-07,1.68E-06,-1.61E-05
13.49792308,-1.51E-06,2.43E-05,-1.23E-05
13.49844231,8.39E-07,3.07E-05,-1.09E-05
13.49896154,5.04E-07,3.74E-05,-1.01E-05
13.49948077,-1.68E-07,-4.75E-05,-8.73E-06
13.5,-3.52E-06,-9.16E-05,-4.87E-06
13.50051923,5.04E-07,-5.32E-05,-6.88E-06
13.50103846,-1.85E-06,2.33E-05,-7.55E-06
13.50155769,-3.86E-06,9.40E-05,-1.17E-05
13.50207692,1.85E-06,0.000111788,-1.29E-05
13.50259615,2.85E-06,0.000136126,-6.71E-06
13.50311538,2.18E-06,0.000184466,-1.34E-06
13.50363462,0,0.000185138,-3.86E-06
13.50415385,1.17E-06,3.68E-05,-1.11E-05
13.50467308,8.39E-07,-7.79E-05,-1.19E-05
13.50519231,-6.71E-07,-8.78E-05,-2.18E-06
13.50571154,-4.20E-06,-7.18E-05,3.86E-06
13.50623077,-5.20E-06,-1.80E-05,8.90E-06
13.50675,-9.57E-06,1.04E-05,-7.72E-06
13.50726923,-1.17E-05,1.12E-05,-2.62E-05
13.50778846,-9.57E-06,-8.90E-06,-2.25E-05
13.50830769,-5.20E-06,-2.05E-05,-1.19E-05
13.50882692,-5.54E-06,-1.04E-05,8.39E-07
13.50934615,-4.87E-06,3.76E-05,6.21E-06
13.50986538,-4.20E-06,8.04E-05,5.20E-06
13.51038462,-2.85E-06,9.85E-05,3.19E-06
13.51090385,-2.18E-06,8.61E-05,-3.36E-07
13.51142308,-3.86E-06,5.72E-05,-4.53E-06
13.51194231,-2.52E-06,3.54E-05,-6.21E-06
13.51246154,-1.17E-06,1.56E-05,-8.22E-06
13.51298077,-3.02E-06,-1.68E-06,-5.54E-06
13.5135,-2.85E-06,-7.72E-06,-4.87E-06
13.51401923,-1.85E-06,2.52E-06,-1.24E-05
13.51453846,-5.04E-07,2.33E-05,-2.00E-05
13.51505769,-5.04E-06,2.87E-05,-2.23E-05
13.51557692,-4.36E-06,-1.68E-07,-1.93E-05
13.51609615,-5.20E-06,-2.80E-05,-1.66E-05
13.51661538,-6.55E-06,-5.12E-05,-2.00E-05
13.51713462,-4.53E-06,-5.72E-05,-2.06E-05
13.51765385,-5.54E-06,-4.87E-05,-2.06E-05
13.51817308,-8.39E-06,-3.14E-05,-1.73E-05
13.51869231,-5.20E-06,-7.05E-06,-1.28E-05
13.51921154,-3.36E-07,1.49E-05,-9.90E-06
13.51973077,-1.51E-06,2.62E-05,-1.09E-05
13.52025,-2.35E-06,3.54E-05,-7.72E-06
13.52076923,1.68E-06,2.10E-05,-5.37E-06
13.52128846,-1.17E-06,-4.20E-06,-6.21E-06
13.52180769,-2.85E-06,-5.76E-05,-7.55E-06
13.52232692,1.17E-06,-0.000104234,-6.88E-06
13.52284615,1.51E-06,-0.000155932,6.88E-06
13.52336538,2.85E-06,-0.000146868,1.64E-05
13.52388462,1.85E-06,2.18E-06,2.33E-05
13.52440385,1.85E-06,0.000226764,2.22E-05
13.52492308,5.04E-07,0.000349966,2.53E-05
13.52544231,-1.68E-07,0.000219547,1.70E-05
13.52596154,-1.68E-07,9.06E-06,-5.87E-06
13.52648077,-5.20E-06,-8.34E-05,-3.24E-05
13.527,-6.88E-06,-6.87E-05,-3.98E-05
13.52751923,-2.85E-06,-7.84E-05,-2.85E-05
13.52803846,-7.89E-06,6.71E-07,-2.87E-05
13.52855769,-9.06E-06,8.38E-05,-3.61E-05
13.52907692,-9.57E-06,5.46E-05,-3.14E-05
13.52959615,-1.04E-05,-0.000201419,-2.13E-05
13.53011538,-1.04E-05,-0.000330663,-1.07E-05
13.53063462,-5.87E-06,-0.000188159,-6.88E-06
13.53115385,-7.39E-06,-3.04E-05,-4.87E-06
13.53167308,-9.57E-06,5.59E-05,-6.04E-06
13.53219231,-8.56E-06,9.18E-05,4.20E-06
13.53271154,-5.54E-06,9.89E-05,6.04E-06
13.53323077,-8.22E-06,6.95E-05,6.04E-06
13.53375,-8.22E-06,3.94E-05,3.69E-06
13.53426923,-8.73E-06,3.21E-05,3.86E-06
13.53478846,-5.54E-06,-1.66E-05,-1.51E-06
13.53530769,-8.56E-06,-7.77E-05,-1.66E-05
13.53582692,-1.26E-05,-0.00013579,-3.51E-05
13.53634615,-1.16E-05,-0.000196384,-4.25E-05
13.53686538,-9.06E-06,-0.000121019,-4.33E-05
13.53738462,-1.01E-05,-2.15E-05,-4.38E-05
13.53790385,-1.12E-05,4.18E-05,-4.35E-05
13.53842308,-6.88E-06,0.000131426,-4.92E-05
13.53894231,-1.07E-05,0.000197894,-5.39E-05
13.53946154,-4.20E-06,0.000216693,-5.02E-05
13.53998077,-3.36E-06,0.000192523,-4.26E-05
13.5405,-9.57E-06,0.000173556,-4.38E-05
13.54101923,-1.09E-05,0.000128573,-3.94E-05
13.54153846,-9.90E-06,6.29E-05,-4.18E-05
13.54205769,-8.22E-06,-0.000196551,-4.31E-05
13.54257692,-5.54E-06,-0.000370779,-4.10E-05
13.54309615,-6.04E-06,-0.000284504,-3.37E-05
13.54361538,-8.39E-06,-0.000197894,-3.07E-05
13.54413462,-5.87E-06,-0.000118669,-3.11E-05
13.54465385,-9.06E-06,-0.00011162,-3.21E-05
13.54517308,-1.12E-05,-0.000160296,-3.00E-05
13.54569231,-1.24E-05,-0.000229786,-3.02E-05
13.54621154,-1.16E-05,-0.000258991,-2.99E-05
13.54673077,-8.90E-06,-0.000228107,-2.99E-05
13.54725,-9.90E-06,-0.000217029,-2.74E-05
13.54776923,-9.06E-06,-0.000225589,-2.43E-05
13.54828846,-9.23E-06,-0.000207126,-2.13E-05
13.54880769,-8.22E-06,-8.96E-05,-1.70E-05
13.54932692,-8.22E-06,-6.53E-05,-1.12E-05
13.54984615,-8.06E-06,-2.60E-05,-1.09E-05
13.55036538,-8.90E-06,-7.75E-05,-1.46E-05
13.55088462,-6.21E-06,-0.000136965,-1.44E-05
13.55140385,-5.04E-06,-0.000224079,-1.71E-05
13.55192308,-6.71E-06,-0.000148211,-7.55E-06
13.55244231,-1.23E-05,1.86E-05,7.55E-06
13.55296154,-1.23E-05,0.000113298,5.87E-06
13.55348077,-7.55E-06,0.000173724,2.85E-06
13.554,-1.04E-05,0.000194369,3.52E-06
13.55451923,-8.22E-06,0.000160128,1.17E-06
13.55503846,-9.57E-06,0.000104067,-4.36E-06
13.55555769,-1.09E-05,9.53E-05,-4.20E-06
13.55607692,-1.16E-05,4.58E-05,-1.06E-05
13.55659615,-9.90E-06,-1.51E-05,-1.76E-05
13.55711538,-6.55E-06,-3.84E-05,-1.73E-05
13.55763462,-3.19E-06,-3.58E-05,-1.17E-05
13.55815385,-2.69E-06,2.77E-05,-8.56E-06
13.55867308,1.68E-07,5.56E-05,-6.88E-06
13.55919231,2.35E-06,4.83E-05,-5.54E-06
13.55971154,5.87E-06,6.56E-05,-4.36E-06
13.56023077,2.35E-06,0.000121523,-9.57E-06
13.56075,-5.04E-07,0.000137133,-1.29E-05
13.56126923,8.39E-07,3.41E-05,-1.12E-05
13.56178846,6.71E-07,-4.82E-05,-1.81E-05
13.56230769,-5.04E-07,-6.33E-05,-2.10E-05
13.56282692,-5.87E-06,-3.27E-05,-2.60E-05
13.56334615,-2.18E-06,-1.26E-05,-2.60E-05
13.56386538,3.36E-07,-1.23E-05,-2.25E-05
13.56438462,2.69E-06,-2.37E-05,-1.54E-05
13.56490385,5.20E-06,-9.15E-05,-9.57E-06
13.56542308,1.34E-06,-0.000127733,-6.88E-06
13.56594231,-5.37E-06,-0.000121691,-1.01E-05
13.56646154,-8.39E-06,-9.50E-05,-1.11E-05
13.56698077,-5.54E-06,-2.90E-05,-9.57E-06
13.5675,-4.20E-06,1.33E-05,-1.16E-05
13.56801923,-1.51E-06,-2.18E-06,-2.03E-05
13.56853846,-3.52E-06,-1.51E-06,-2.67E-05
13.56905769,3.19E-06,1.68E-07,-2.80E-05
13.56957692,1.43E-05,-1.61E-05,-2.67E-05
13.57009615,2.45E-05,-4.82E-05,-1.96E-05
13.57061538,2.74E-05,-9.23E-05,-1.16E-05
13.57113462,2.40E-05,-9.01E-05,-1.17E-06
13.57165385,1.90E-05,1.54E-05,1.24E-05
13.57217308,8.56E-06,7.60E-05,7.72E-06
13.57269231,-8.39E-07,7.13E-05,-9.90E-06
13.57321154,-1.33E-05,2.60E-05,-2.17E-05
13.57373077,-1.93E-05,-6.06E-05,-2.03E-05
13.57425,-1.96E-05,-9.75E-05,-1.85E-05
13.57476923,-1.71E-05,-2.90E-05,-1.53E-05
13.57528846,-1.38E-05,0.000152239,-1.29E-05
13.57580769,-1.23E-05,0.00024741,-8.22E-06
13.57632692,-1.02E-05,9.84E-05,-1.23E-05
13.57684615,-6.88E-06,-0.000177081,-2.17E-05
13.57736538,-8.56E-06,-0.000248585,-2.74E-05
13.57788462,-5.87E-06,-9.75E-05,-2.23E-05
13.57840385,-5.87E-06,-2.11E-05,-8.56E-06
13.57892308,-4.20E-06,-1.71E-05,-3.02E-06
13.57944231,-3.02E-06,-3.68E-05,-1.85E-06
13.57996154,-2.85E-06,-2.97E-05,6.38E-06
13.58048077,-5.04E-07,1.01E-05,1.33E-05
13.581,-1.17E-06,3.84E-05,9.23E-06
13.58151923,-3.36E-07,3.59E-05,5.04E-07
13.58203846,-5.20E-06,-2.18E-06,-8.90E-06
13.58255769,-3.02E-06,-5.86E-05,-8.73E-06
13.58307692,-1.51E-06,-0.000112627,-3.86E-06
13.58359615,3.36E-07,-9.42E-05,7.72E-06
13.58411538,1.17E-06,6.55E-06,2.53E-05
13.58463462,-1.51E-06,0.000124544,3.37E-05
13.58515385,-6.71E-07,0.00020058,1.46E-05
13.58567308,-6.71E-07,0.000149386,-2.03E-05
13.58619231,-5.04E-06,-8.24E-05,-5.20E-05
13.58671154,-1.85E-06,-0.000304982,-5.99E-05
13.58723077,2.52E-06,-0.000297597,-5.09E-05
13.58775,-3.36E-07,-0.000120348,-2.11E-05
13.58826923,2.52E-06,7.87E-05,1.34E-05
13.58878846,1.17E-06,0.000218372,1.64E-05
13.58930769,-3.36E-07,0.000221897,1.61E-05
13.58982692,-6.71E-07,0.000149218,1.34E-05
13.59034615,-2.18E-06,0.000107256,9.23E-06
13.59086538,1.68E-07,0.000121691,1.12E-05
13.59138462,2.35E-06,0.000131762,1.02E-05
13.59190385,1.17E-06,0.000119341,-1.68E-07
13.59242308,-8.39E-07,7.23E-05,-8.90E-06
13.59294231,-5.71E-06,4.68E-05,-1.80E-05
13.59346154,-4.87E-06,3.81E-05,-3.41E-05
13.59398077,-4.87E-06,3.04E-05,-4.46E-05
13.5945,-7.55E-06,5.29E-05,-4.30E-05
13.59501923,-6.88E-06,3.88E-05,-4.73E-05
13.59553846,-7.22E-06,-2.77E-05,-6.46E-05
13.59605769,-8.22E-06,-0.000115816,-7.44E-05
13.59657692,-6.38E-06,-0.000167346,-7.87E-05
13.59709615,-1.06E-05,-0.000158618,-7.74E-05
13.59761538,-1.76E-05,-0.000115648,-7.64E-05
13.59813462,-1.33E-05,-6.46E-05,-6.90E-05
13.59865385,-1.49E-05,-8.56E-06,-5.46E-05
13.59917308,-9.57E-06,3.34E-05,-4.38E-05
13.59969231,-8.90E-06,5.96E-05,-3.84E-05
13.60021154,-1.12E-05,6.56E-05,-3.27E-05
13.60073077,-1.04E-05,4.75E-05,-2.89E-05
13.60125,-6.21E-06,-8.56E-06,-3.00E-05
13.60176923,-5.54E-06,-0.000192859,-3.51E-05
13.60228846,-3.19E-06,-0.000274266,-3.64E-05
13.60280769,-5.20E-06,-0.000136461,-2.65E-05
13.60332692,-7.05E-06,3.54E-05,-1.86E-05
13.60384615,-7.55E-06,0.000114305,-1.76E-05
13.60436538,-5.20E-06,-2.64E-05,-1.31E-05
13.60488462,-2.85E-06,-0.000353826,-8.73E-06
13.60540385,-4.03E-06,-0.000435904,-1.02E-05
13.60592308,-3.02E-06,-0.000306996,-9.57E-06
13.60644231,8.39E-07,-0.000227939,-1.12E-05
13.60696154,-2.35E-06,-0.000220218,-5.87E-06
13.60748077,-6.71E-07,-0.000205112,-6.04E-06
13.608,2.35E-06,-0.000138476,-8.90E-06
13.60851923,5.04E-07,-9.74E-05,-1.06E-05
13.60903846,-2.01E-06,-7.74E-05,-1.83E-05
13.60955769,-2.69E-06,-2.94E-05,-2.37E-05
13.61007692,-4.53E-06,5.39E-05,-2.33E-05
13.61059615,-5.54E-06,9.92E-05,-2.08E-05
13.61111538,-4.70E-06,9.28E-05,-1.70E-05
13.61163462,-9.90E-06,0.000136294,-6.38E-06
13.61215385,-8.22E-06,0.000209812,-2.52E-06
13.61267308,-7.72E-06,0.000139986,-2.35E-06
13.61319231,-6.21E-06,1.17E-06,4.03E-06
13.61371154,-1.09E-05,-5.54E-06,3.52E-06
13.61423077,-1.09E-05,-0.000132769,-3.52E-06
13.61475,-1.02E-05,-0.000160632,-1.43E-05
13.61526923,-1.09E-05,-4.26E-05,-1.78E-05
13.61578846,-5.20E-06,-1.96E-05,-1.29E-05
13.61630769,-7.05E-06,2.57E-05,-4.20E-06
13.61682692,-6.21E-06,8.61E-05,-1.68E-06
13.61734615,-4.70E-06,9.48E-05,-4.53E-06
13.61786538,-5.54E-06,6.19E-05,-7.72E-06
13.61838462,-4.03E-06,4.28E-05,-8.56E-06
13.61890385,-5.04E-06,2.79E-05,-1.06E-05
13.61942308,-9.23E-06,2.18E-05,-1.12E-05
13.61994231,-1.12E-05,8.22E-06,-1.83E-05
13.62046154,-1.09E-05,-2.57E-05,-1.83E-05
13.62098077,-1.02E-05,-4.35E-05,-1.71E-05
13.6215,-6.88E-06,-3.44E-05,-1.41E-05
